AreaNorm,PerimNorm,RazonEjes,Excentricidad,Solidez,Extension,CantDedos
-29,10,-19,16,-19,-10,3
-65,22,8,0,-43,-33,3
41,10,-55,34,15,60,3
20,8,-38,26,0,29,3
-4,29,-35,25,-5,24,3
-3,21,-28,21,-4,29,3
-20,11,-15,14,-18,-3,3
-25,19,-12,12,-21,-6,3
-66,41,-8,10,-44,-30,3
-63,51,-9,10,-43,-29,3
-90,38,16,-6,-55,-39,3
-39,35,-22,18,-26,-3,3
4,16,-36,25,3,32,3
-68,54,-6,9,-46,-31,3
22,8,-40,27,7,38,3
-5,24,-33,23,-9,10,3
-55,21,1,4,-46,-38,3
-65,34,14,-4,-52,-35,3
-45,38,-13,13,-34,-17,3
-83,40,14,-4,-53,-36,3
-19,12,-45,30,-11,5,3
-48,28,-7,9,-40,-29,3
-49,50,-10,11,-36,-21,3
-17,17,-29,21,-14,7,3
-46,31,-8,10,-39,-26,3
-4,17,-31,22,-8,17,3
-17,44,-38,26,-16,3,3
46,-15,-58,35,21,63,3
15,15,-50,32,0,32,3
-18,42,-34,24,-20,-7,3
18,26,-46,30,3,48,3
1,23,-37,26,7,41,3
-60,51,-16,14,-41,-23,3
-56,29,-5,8,-43,-31,3
-17,28,-23,18,-20,15,3
-20,7,-19,16,-17,-3,3
-35,38,-28,21,-21,-5,3
-64,49,-7,9,-40,-24,3
14,7,-38,26,11,37,3
17,0,-37,25,8,32,3
-55,49,-14,13,-41,-21,3
-56,42,-9,10,-38,-30,3
-60,48,-9,10,-39,-26,3
-59,25,-1,5,-46,-33,3
16,6,-35,25,10,32,3
-7,36,-37,26,-4,28,3
-49,47,-19,16,-33,-27,3
-17,22,-37,26,-13,4,3
49,-12,-43,28,16,60,3
9,11,-38,26,2,17,3
-52,39,-8,10,-33,-23,3
30,18,-50,31,9,54,3
-18,11,-33,24,-11,6,3
-49,44,-18,16,-30,-12,3
15,9,-45,29,-5,37,3
33,24,-54,33,19,77,3
-7,36,-37,25,-3,29,3
-30,43,-25,20,-29,-7,3
-41,47,-21,17,-23,-2,3
30,10,-41,27,12,50,3
-39,35,-16,15,-32,-13,3
-40,25,-9,10,-38,-25,3
-53,47,-13,13,-41,-19,3
-24,59,-39,26,-22,2,3
-65,43,-14,13,-39,-27,3
-40,41,-13,13,-28,-10,3
20,0,-35,25,17,48,3
-69,35,12,-3,-52,-39,3
-10,15,-32,23,-12,2,3
23,17,-44,29,-4,0,3
-66,30,8,0,-43,-33,3
-67,53,-8,10,-44,-24,3
13,11,-38,26,1,27,3
20,14,-50,32,1,31,3
-45,35,-20,17,-27,-8,3
22,22,-47,30,2,11,3
13,8,-37,25,8,36,3
8,32,-44,29,-1,40,3
-13,42,-36,25,-12,17,3
-88,37,18,-7,-55,-38,3
-8,19,-30,22,-9,12,3
35,-7,-43,29,15,57,3
-29,29,-20,17,-25,-9,3
-15,19,-30,22,-8,7,3
18,15,-51,32,2,34,3
-54,44,-13,13,-38,-30,3
5,21,-37,26,-2,27,3
-62,32,4,2,-44,-31,3
5,13,-36,25,2,28,3
-26,34,-26,20,-18,-5,3
58,-39,-59,35,45,99,3
36,5,-50,32,6,5,3
-47,43,-11,12,-36,-23,3
-39,25,-8,10,-20,-3,3
-46,39,-15,14,-32,-16,3
-10,22,-30,22,-7,5,3
-16,18,-24,19,0,12,3
-63,53,-9,10,-44,-33,3
23,-1,-35,24,4,37,3
-37,32,-15,14,-28,-8,3
30,22,-55,34,8,49,3
-35,43,-25,19,-21,-10,3
-23,43,-34,24,-15,1,3
16,12,-44,29,0,38,3
-67,51,-10,11,-45,-31,3
-32,29,-17,15,-21,-12,3
-40,42,-27,20,-27,-20,3
-45,41,-12,12,-29,-16,3
-67,59,-10,11,-48,-34,3
34,-5,-43,28,13,62,3
-4,18,-30,22,-1,22,3
-14,32,-28,21,-16,-2,3
23,22,-45,29,-4,6,3
-54,45,-10,11,-32,-19,3
-39,37,-22,18,-27,-15,3
41,15,-54,34,20,60,3
-63,46,-6,8,-39,-26,3
-66,53,-8,10,-44,-29,3
-23,13,-28,21,-15,1,3
-13,40,-36,25,-12,9,3
18,1,-35,25,5,46,3
-64,45,-12,12,-40,-28,3
-33,22,-21,17,-23,-8,3
-62,33,7,0,-40,-28,3
-58,46,-5,8,-41,-27,3
-47,38,-11,12,-38,-23,3
-36,42,-24,19,-22,-12,3
20,8,-40,27,13,39,3
-36,41,-18,16,-22,0,3
16,12,-31,22,1,18,3
18,32,-48,31,-1,36,3
-66,54,-11,11,-46,-26,3
48,-31,-56,34,27,62,3
-48,39,-21,17,-41,-23,3
-55,43,-11,12,-36,-26,3
-47,36,-12,12,-38,-23,3
-52,32,-9,11,-32,-18,3
22,13,-51,32,5,33,3
-26,28,-36,25,-18,-5,3
-8,30,-34,24,-6,26,3
19,15,-44,29,-6,31,3
34,-16,-60,36,20,63,3
-6,36,-30,22,-10,8,3
-51,41,-18,16,-33,-15,3
-63,32,8,0,-47,-29,3
40,10,-56,34,14,8,3
-67,23,13,-4,-42,-29,3
42,-3,-57,35,19,67,3
22,18,-51,32,-3,18,3
-76,26,9,-1,-50,-33,3
-12,38,-36,25,-9,9,3
-5,29,-44,29,-8,12,3
36,11,-54,33,13,63,3
-56,35,2,4,-42,-25,3
-8,18,-32,23,3,20,3
8,40,-43,28,-6,40,3
-45,34,-13,13,-33,-15,3
-49,37,-7,9,-34,-18,3
31,26,-54,34,20,77,3
-61,44,-3,7,-46,-31,3
-1,8,-30,22,-5,19,3
1,18,-32,23,4,23,3
-69,44,-13,13,-40,-29,3
-65,50,-9,10,-42,-33,3
8,12,-37,26,1,20,3
-46,39,-15,14,-31,-15,3
-71,43,-9,11,-46,-29,3
-65,42,-8,10,-38,-25,3
-8,25,-30,22,-5,15,3
-55,47,-23,18,-37,-21,3
26,8,-42,28,7,56,3
-43,41,-10,11,-33,-12,3
-52,39,-11,12,-42,-29,3
-65,25,8,0,-44,-30,3
-52,53,-13,13,-33,-15,3
10,16,-30,22,-2,37,3
42,10,-55,34,24,78,3
-48,46,-15,14,-31,-16,3
-75,36,5,2,-44,-27,3
26,20,-41,27,-2,20,3
-50,40,-6,9,-33,-18,3
-62,53,-10,11,-43,-24,3
-6,29,-36,25,-12,19,3
-52,53,-25,20,-34,-18,3
-38,38,-13,13,-30,-11,3
6,29,-37,25,-10,41,3
-45,21,-26,20,-27,-13,3
-61,41,-6,9,-40,-35,3
-30,35,-23,18,-23,2,3
-56,40,-16,14,-40,-22,3
-30,52,-26,20,-24,0,3
-16,17,-38,26,-8,12,3
-7,22,-33,23,-10,19,3
-46,32,-7,9,-21,-2,3
-64,33,2,3,-45,-33,3
-55,36,-2,6,-41,-25,3
-15,26,-29,22,0,13,3
-36,22,-26,20,-28,-21,3
22,20,-52,33,0,37,3
0,35,-29,22,-9,9,3
-40,33,-18,16,-34,-22,3
19,-2,-33,24,12,35,3
34,14,-54,34,18,69,3
-35,39,-28,21,-29,-25,3
-26,32,-25,19,-15,6,3
-57,45,-11,11,-37,-22,3
-66,32,7,1,-51,-34,3
-45,38,-14,13,-31,-17,3
46,-1,-56,34,17,63,3
-81,34,7,1,-52,-36,3
12,4,-39,26,7,23,3
-70,45,-1,5,-47,-25,3
-68,29,14,-4,-44,-31,3
-41,26,-5,8,-39,-28,3
-70,31,10,-2,-44,-27,3
-37,28,-12,12,-39,-20,3
-29,40,-21,17,-19,11,3
4,4,-27,20,1,23,3
-62,39,3,3,-46,-31,3
-66,54,-9,10,-48,-33,3
26,14,-42,28,10,46,3
-57,36,-5,8,-34,-15,3
-40,35,-13,13,-29,-16,3
-56,51,-20,17,-41,-22,3
34,16,-49,31,7,67,3
-60,42,-3,7,-43,-34,3
10,11,-42,28,8,37,3
65,-43,-59,35,47,95,3
-65,27,11,-2,-51,-39,3
-95,36,24,-11,-62,-51,3
0,15,-35,24,0,27,3
-54,47,-24,19,-36,-20,3
-56,17,-2,6,-43,-36,3
-48,39,-22,18,-28,-13,3
-41,46,-21,17,-22,-2,3
-47,53,-21,17,-33,-25,3
-51,30,-8,10,-34,-13,3
-60,49,-11,12,-39,-24,3
-54,22,0,5,-44,-37,3
1,25,-34,24,-4,19,3
42,-4,-57,35,23,72,3
33,15,-48,31,13,46,3
-28,36,-23,18,-23,-1,3
-12,20,-33,24,-13,8,3
15,6,-40,27,0,26,3
-74,32,9,-1,-51,-37,3
-20,38,-29,21,-11,3,3
-58,40,-9,10,-33,-22,3
-44,32,-20,17,-32,-17,3
-59,52,-15,14,-40,-22,3
7,13,-33,24,2,29,3
-24,9,-20,17,-16,-5,3
-44,48,-23,18,-32,-22,3
43,-11,-59,36,16,50,3
-38,46,-28,21,-23,-9,3
-48,39,-22,18,-28,-13,3
-5,19,-34,24,-4,15,3
-15,11,-42,28,-8,14,3
-54,38,-8,10,-43,-30,3
-48,42,-10,11,-28,-14,3
-71,48,-8,10,-43,-29,3
-18,26,-20,17,-17,11,3
-69,29,8,0,-45,-36,3
35,-1,-43,29,12,60,3
30,19,-50,32,8,53,3
31,19,-50,32,6,51,3
-52,37,-5,8,-35,-26,3
-46,44,-7,10,-34,-16,3
-59,31,4,3,-44,-24,3
35,11,-57,34,9,59,3
-69,52,-11,11,-45,-24,3
-51,38,-11,11,-35,-24,3
-46,39,-18,16,-30,-14,3
-56,33,11,-2,-47,-30,3
30,1,-47,30,11,59,3
-47,35,-9,10,-34,-25,3
-58,46,-7,9,-40,-25,3
-65,34,-4,7,-40,-27,3
-26,18,-25,19,-23,-3,3
-45,28,-7,9,-23,-7,3
18,32,-43,28,3,57,3
-16,13,-23,18,-17,1,3
0,34,-39,26,-3,12,3
-51,40,-11,11,-36,-16,3
-41,39,-7,9,-32,-15,3
17,22,-42,28,6,22,3
-70,46,-10,11,-43,-29,3
-67,35,8,0,-45,-34,3
-68,35,1,5,-43,-23,3
-53,28,-3,7,-41,-24,3
22,33,-49,31,10,58,3
-57,36,-8,10,-35,-20,3
-59,44,-5,8,-39,-28,3
-55,33,-4,7,-38,-27,3
21,4,-33,24,8,27,3
-28,26,-19,16,-21,-5,3
-45,42,-16,15,-32,-24,3
-52,39,-10,11,-40,-29,3
-75,44,-10,11,-44,-27,3
33,18,-49,31,9,51,3
43,-13,-60,36,23,64,3
-27,32,-29,22,-18,-1,3
-51,24,-1,6,-41,-23,3
-67,26,12,-3,-48,-32,3
1,28,-37,25,-8,31,3
42,-4,-57,35,13,59,3
-87,35,15,-5,-53,-38,3
16,31,-41,27,3,32,3
-47,50,-19,16,-46,-23,3
-62,32,0,5,-48,-37,3
-63,26,7,1,-44,-33,3
33,-2,-44,29,8,46,3
-48,48,-10,11,-38,-24,3
-25,17,-21,17,-9,5,3
-27,16,-25,19,-18,-14,3
-27,12,-25,20,-20,-6,3
45,-11,-60,36,18,52,3
-38,35,-14,13,-28,-6,3
-42,38,-7,9,-30,-19,3
-5,23,-33,24,-8,22,3
-43,39,-7,9,-32,-20,3
-22,26,-29,21,-18,-3,3
-20,39,-33,24,-16,-1,3
-68,53,-5,8,-47,-38,3
-19,30,-25,19,-20,10,3
-32,45,-27,21,-21,0,3
-59,39,-7,10,-36,-23,3
-34,27,-10,11,-24,-10,3
-74,31,13,-3,-52,-36,3
4,37,-38,26,-11,15,3
2,8,-35,25,4,21,3
-20,48,-34,24,-18,-1,3
8,16,-37,26,-2,26,3
-27,40,-21,17,-20,3,3
20,-13,-35,24,14,39,3
-46,35,-11,11,-35,-25,3
-42,38,-13,13,-27,-12,3
-10,19,-31,23,-6,21,3
-8,22,-34,24,-11,13,3
-73,53,-5,8,-51,-34,3
-40,24,-11,12,-36,-22,3
-27,35,-23,18,-18,15,3
26,3,-40,27,11,43,3
-55,39,-12,12,-30,-12,3
5,20,-35,25,-1,26,3
-16,4,-46,30,-3,18,3
-24,10,-20,17,-13,4,3
-15,42,-35,25,-15,-2,3
-53,55,-14,13,-35,-15,3
0,27,-36,25,-6,14,3
0,8,-29,21,-5,19,3
-42,50,-26,20,-26,-4,3
12,11,-33,24,8,34,3
32,18,-49,31,8,67,3
-46,52,-17,15,-30,-14,3
8,21,-40,27,3,25,3
27,12,-54,33,13,51,3
-61,42,-1,6,-43,-26,3
8,12,-38,26,3,20,3
-30,34,-25,19,-19,-7,3
27,26,-53,33,5,52,3
-64,53,-10,11,-42,-28,3
32,-3,-43,28,7,48,3
-47,55,-24,19,-32,-19,3
-11,36,-39,26,-8,15,3
-62,30,7,0,-46,-30,3
35,11,-48,31,14,61,3
-1,8,-34,24,2,29,3
-14,3,-19,16,-7,6,3
-31,31,-18,15,-26,-4,3
8,10,-36,25,7,35,3
-56,37,-6,9,-35,-20,3
36,8,-56,34,10,4,3
-65,44,-4,7,-46,-32,3
-101,38,20,-8,-66,-49,3
-5,18,-34,24,-3,13,3
-65,44,-8,10,-39,-26,3
-41,30,-11,12,-32,-20,3
-70,47,-10,11,-40,-29,3
43,0,-54,33,19,74,3
-48,41,-14,13,-33,-20,3
26,22,-47,30,3,56,3
-59,46,-3,7,-41,-28,3
-75,33,11,-2,-52,-37,3
18,15,-52,32,5,28,3
-26,4,-23,19,-17,-11,3
-15,45,-38,26,-15,14,3
-42,39,-15,14,-28,-16,3
-62,35,6,1,-46,-34,3
-15,32,-31,23,-11,24,3
-46,31,-7,9,-40,-27,3
-37,33,-21,17,-27,-7,3
20,-12,-37,26,19,49,3
-7,45,-37,26,-8,20,3
-75,37,11,-2,-53,-36,3
18,7,-39,27,10,50,3
-60,43,0,5,-47,-31,3
-9,35,-28,21,-8,17,3
-55,35,-10,11,-30,-22,3
39,9,-50,32,23,77,3
39,2,-53,33,8,6,3
-54,33,-8,10,-34,-21,3
-40,38,-11,12,-34,-19,3
-2,15,-33,24,1,23,3
-68,35,-4,8,-41,-30,3
5,36,-41,27,-1,35,3
-75,41,17,-6,-56,-40,3
17,31,-49,31,2,47,3
-29,32,-17,15,-19,-8,3
8,40,-43,28,-6,40,3
49,0,-58,35,31,82,3
-34,30,-14,13,-22,-6,3
-26,37,-25,19,-16,-2,3
-53,31,-7,9,-33,-29,3
-36,37,-23,18,-24,0,3
-6,-8,-25,20,-3,4,3
-1,22,-37,26,-1,25,3
6,19,-41,27,-6,18,3
-4,8,-31,23,0,12,3
-63,33,7,1,-48,-34,3
-58,47,-8,10,-44,-31,3
-45,41,-11,12,-29,-16,3
-3,24,-31,23,-6,13,3
-51,46,-14,13,-36,-20,3
41,5,-54,34,13,15,3
-8,34,-35,25,-16,12,3
14,15,-37,26,0,19,3
1,-4,-26,20,-10,7,3
-75,44,-9,11,-45,-29,3
-53,46,-16,14,-36,-20,3
-78,38,15,-5,-50,-44,3
-48,38,-12,12,-34,-17,3
-33,45,-29,22,-21,1,3
16,28,-40,27,2,24,3
-54,33,-2,7,-39,-24,3
8,14,-35,25,0,26,3
-45,33,-12,12,-33,-23,3
-49,44,-14,13,-32,-17,3
31,18,-50,31,8,55,3
-41,39,-15,14,-27,-16,3
-45,41,-16,14,-37,-25,3
9,25,-40,27,1,23,3
-29,28,-23,18,-22,-5,3
4,9,-30,22,-5,15,3
-6,39,-40,27,-8,28,3
1,31,-33,23,-2,22,3
-24,28,-31,22,-15,2,3
44,-7,-46,30,23,75,3
-48,27,-4,7,-38,-25,3
-44,34,-11,11,-27,-17,3
-36,46,-29,21,-21,-8,3
-35,10,-19,16,-17,-7,3
32,32,-53,33,17,60,3
-49,42,-12,12,-38,-28,3
-58,39,-10,11,-35,-24,3
20,9,-50,32,4,34,3
-16,2,-45,29,-5,14,3
64,-24,-54,33,37,94,3
-51,37,-5,8,-39,-30,3
19,6,-41,28,14,38,3
-11,40,-36,25,-15,13,3
-45,51,-18,16,-31,-13,3
-15,6,-27,21,-11,5,3
-17,24,-18,16,-16,8,3
28,9,-42,28,12,57,3
-48,46,-23,18,-32,-25,3
-13,6,-29,22,-14,-1,3
-68,47,-9,10,-37,-27,3
-31,22,-10,11,-22,-10,3
-67,38,7,0,-48,-34,3
-32,29,-17,15,-21,-12,3
-62,46,-2,6,-42,-33,3
-69,45,-11,12,-44,-29,3
-65,38,-4,7,-45,-30,3
-42,37,-7,10,-30,-19,3
-51,33,-10,11,-39,-27,3
41,3,-58,35,10,56,3
-24,44,-34,24,-17,-1,3
-9,31,-34,24,-9,26,3
-52,44,-16,14,-31,-22,3
-13,27,-33,23,-16,9,3
15,11,-34,24,3,28,3
-33,32,-18,16,-27,-11,3
-58,31,-6,8,-38,-22,3
-18,30,-26,20,-16,0,3
-49,38,-13,13,-38,-29,3
23,8,-43,28,17,38,3
-43,34,-18,15,-27,-10,3
-50,52,-7,9,-26,-8,3
-2,52,-36,25,-9,15,3
-61,50,-10,11,-40,-20,3
9,21,-31,22,-10,29,3
31,15,-53,33,14,70,3
-44,42,-16,14,-29,-9,3
-9,19,-31,22,-7,22,3
9,23,-30,22,-10,28,3
-42,20,-27,20,-25,-14,3
44,-25,-60,36,23,57,3
-64,36,8,0,-49,-30,3
-51,47,-10,11,-33,-17,3
3,9,-32,23,6,14,3
-78,35,10,-2,-55,-38,3
-21,14,-26,20,-19,1,3
-2,23,-27,20,-12,22,3
-17,48,-31,23,-19,4,3
-59,45,-16,14,-39,-23,3
-18,15,-42,28,-13,2,3
-25,31,-19,16,-14,16,3
14,11,-42,28,1,22,3
1,26,-36,25,2,26,3
13,19,-36,25,2,43,3
-42,38,-14,13,-32,-15,3
-55,52,-3,7,-26,-4,3
-63,36,8,0,-45,-30,3
-74,51,-8,10,-48,-34,3
-56,29,-7,9,-34,-24,3
-29,39,-28,21,-19,-7,3
-17,36,-25,19,-16,23,3
-28,47,-32,23,-19,0,3
-20,7,-19,16,-13,-3,3
-64,31,3,3,-43,-29,3
-63,42,-5,8,-33,-19,3
-25,44,-33,23,-22,-5,3
-19,42,-26,20,-20,7,3
0,14,-33,23,0,19,3
-49,21,-3,7,-31,-18,3
-66,53,-11,11,-44,-26,3
14,16,-33,24,-5,17,3
-88,35,20,-8,-56,-46,3
-43,52,-21,17,-35,-25,3
-19,15,-27,20,-12,-2,3
-3,42,-38,26,-3,27,3
-7,25,-33,23,-8,24,3
-7,40,-35,25,-14,-4,3
-81,30,17,-6,-49,-32,3
-13,32,-29,21,-17,6,3
-92,34,24,-11,-61,-51,3
-43,48,-26,20,-29,-5,3
31,17,-50,32,9,9,3
-69,27,9,-1,-47,-31,3
2,40,-40,27,-7,30,3
-1,19,-33,24,-8,21,3
9,31,-38,26,1,31,3
-64,35,11,-2,-50,-33,3
-18,11,-30,22,-13,3,3
-41,38,-18,16,-29,-22,3
-35,30,-18,15,-28,-7,3
-84,40,3,3,-53,-41,3
-38,28,-19,16,-25,-15,3
-22,20,-24,19,-23,-11,3
-22,31,-29,21,-12,5,3
-45,47,-24,19,-32,-7,3
-58,37,-6,9,-41,-24,3
-46,46,-18,16,-27,-8,3
-4,36,-33,23,-12,28,3
-71,33,7,0,-49,-38,3
23,26,-50,31,6,53,3
6,30,-39,27,1,32,3
-49,37,-4,8,-38,-26,3
-20,41,-31,22,-20,-5,3
34,-2,-49,31,11,57,3
-28,53,-35,24,-20,2,3
-7,34,-35,24,-7,17,3
-29,20,-15,14,-20,-6,3
-16,11,-28,21,-11,4,3
-18,20,-38,26,-11,10,3
28,24,-55,34,8,50,3
-7,42,-40,27,-11,22,3
-53,46,-10,11,-35,-20,3
-20,12,-14,13,-15,-1,3
-21,33,-28,21,-8,13,3
8,41,-40,27,-7,40,3
-42,42,-17,15,-27,-16,3
-47,34,-12,12,-31,-11,3
-70,47,2,4,-46,-37,3
10,15,-37,26,2,28,3
-62,48,-7,9,-43,-30,3
-53,31,-2,7,-40,-26,3
-33,22,-22,18,-25,-5,3
-48,44,-18,16,-30,-12,3
25,50,-49,31,0,1,3
-61,31,-4,7,-45,-37,3
14,6,-40,27,3,20,3
-66,46,-8,10,-36,-26,3
-64,27,6,1,-42,-28,3
0,36,-30,22,-12,7,3
-62,44,-10,11,-38,-27,3
17,4,-38,26,4,21,3
-6,34,-29,22,-10,12,3
-73,45,-11,12,-45,-32,3
7,20,-35,25,-2,20,3
-58,44,-13,13,-35,-17,3
-47,35,-8,10,-22,-5,3
18,8,-49,31,6,38,3
-75,40,7,0,-55,-36,3
-15,25,-32,23,-13,-3,3
-30,27,-16,14,-23,-6,3
-53,48,-24,19,-35,-19,3
7,19,-40,27,-6,18,3
-12,6,-29,22,-7,5,3
-9,14,-29,22,-12,4,3
-9,22,-30,22,-7,9,3
-20,15,-25,19,-10,9,3
-85,42,7,1,-55,-40,3
3,18,-37,25,1,30,3
-33,28,-19,16,-29,-17,3
5,16,-37,26,6,36,3
-46,43,-17,15,-33,-18,3
-12,27,-32,23,-16,12,3
9,6,-34,24,3,25,3
-11,30,-33,23,-6,11,3
-64,47,-11,12,-35,-13,3
-7,17,-30,22,-5,25,3
-51,32,-11,12,-29,-17,3
-65,35,7,1,-47,-34,3
-67,30,10,-1,-43,-32,3
-47,51,-25,20,-31,-14,3
30,28,-53,33,17,74,3
19,35,-48,31,5,56,3
23,9,-44,29,16,38,3
-13,37,-32,23,-10,22,3
16,12,-45,29,-5,31,3
-67,38,6,1,-46,-31,3
-34,34,-22,18,-26,-9,3
-48,28,-7,9,-40,-29,3
46,-4,-58,35,14,56,3
-75,44,-2,6,-50,-34,3
12,19,-35,25,-9,35,3
7,15,-31,22,-1,39,3
-35,38,-24,19,-29,-14,3
-43,36,-11,11,-32,-22,3
18,17,-53,33,5,38,3
-39,41,-15,14,-28,-17,3
-2,14,-32,23,-10,1,3
-59,42,-7,10,-42,-25,3
-7,41,-38,26,-9,10,3
-74,29,7,0,-49,-28,3
-39,36,-20,17,-24,2,3
-56,51,-9,10,-39,-23,3
7,15,-35,24,-2,24,3
-26,9,-26,20,-19,-10,3
-15,7,-45,29,-7,11,3
-14,23,-30,22,-16,4,3
-69,48,-5,8,-46,-33,3
-20,21,-27,20,-17,0,3
-49,41,-12,12,-32,-16,3
-58,47,-17,15,-37,-21,3
-8,34,-35,25,-16,12,3
24,25,-48,31,4,4,3
-47,48,-13,13,-33,-19,3
-63,47,-10,11,-35,-13,3
-55,39,-12,12,-37,-26,3
-20,43,-33,24,-19,-4,3
-61,42,-7,9,-42,-28,3
-38,18,-9,10,-34,-20,3
15,29,-46,30,-4,38,3
-57,40,-1,6,-42,-25,3
-69,30,13,-3,-46,-34,3
-11,41,-31,22,-13,8,3
6,27,-36,25,0,25,3
-51,42,-17,15,-45,-31,3
-70,51,-11,12,-42,-26,3
10,12,-36,25,5,32,3
-14,31,-34,24,-6,10,3
-1,21,-34,24,-4,10,3
-45,42,-17,15,-29,-16,3
-1,36,-31,22,-8,20,3
-64,26,7,1,-49,-33,3
-61,50,-12,12,-41,-22,3
24,17,-44,29,9,36,3
-14,31,-30,22,-9,3,3
-52,20,-3,7,-42,-33,3
-8,22,-33,23,-6,20,3
-32,47,-25,19,-26,2,3
-65,50,-7,10,-45,-29,3
-74,47,-9,11,-46,-31,3
4,12,-31,23,-3,7,3
13,5,-35,25,1,42,3
8,20,-34,24,-1,46,3
-10,18,-30,22,-4,21,3
19,15,-51,32,4,34,3
-45,37,-9,10,-35,-22,3
-6,14,-30,22,-9,16,3
12,17,-37,25,-4,35,3
-31,46,-24,19,-22,3,3
-64,47,-12,12,-35,-15,3
-68,38,6,1,-51,-41,3
-58,35,-11,12,-37,-22,3
-48,32,-15,14,-29,-21,3
-12,32,-30,22,-13,31,3
-50,43,-13,13,-38,-23,3
-25,20,-29,22,-19,-2,3
-42,34,-19,16,-28,-21,3
1,12,-30,22,3,24,3
2,8,-27,21,-3,11,3
-66,54,-12,12,-44,-26,3
-27,46,-27,20,-23,-7,3
-55,51,-8,10,-38,-21,3
-41,37,-20,17,-31,-13,3
-31,48,-28,21,-21,5,3
25,31,-51,32,14,62,3
-52,62,-21,17,-33,-17,3
-65,32,2,4,-44,-29,3
-60,28,3,3,-47,-32,3
21,23,-48,31,9,55,3
10,18,-33,23,6,28,3
-17,17,-23,18,-16,10,3
12,25,-38,26,2,29,3
10,14,-35,25,3,21,3
-55,44,-14,14,-33,-15,3
-34,35,-13,13,-30,-15,3
-2,35,-39,26,-6,34,3
-33,21,-11,12,-28,-10,3
-61,44,-8,10,-46,-31,3
-57,52,-11,12,-36,-22,3
-72,41,16,-6,-57,-37,3
-1,10,-33,24,-1,20,3
18,59,-48,31,-4,-2,3
-54,40,-6,9,-38,-22,3
31,41,-55,34,0,-3,3
7,16,-33,23,1,24,3
-54,45,-15,14,-37,-21,3
-55,41,-10,11,-37,-25,3
-7,32,-44,29,-7,13,3
-60,48,-9,11,-39,-26,3
-44,34,-16,14,-31,-17,3
15,12,-37,26,7,33,3
-89,34,12,-3,-55,-48,3
-63,51,-9,11,-42,-29,3
-86,43,12,-3,-53,-41,3
-56,39,-11,12,-35,-27,3
18,10,-49,31,3,33,3
-36,23,-27,21,-27,-21,3
53,-21,-47,30,25,64,3
-4,10,-29,22,-1,9,3
-26,21,-25,19,-23,-12,3
8,16,-37,26,-2,28,3
-47,30,-3,7,-43,-30,3
2,-7,-26,20,0,8,3
10,16,-40,27,6,24,3
-10,33,-27,20,-8,12,3
-44,43,-9,10,-36,-21,3
-57,47,-15,14,-37,-21,3
-55,27,-3,7,-42,-24,3
-60,45,-8,10,-41,-28,3
22,7,-40,27,14,62,3
-40,36,-15,14,-33,-15,3
-59,42,0,5,-45,-29,3
-13,33,-30,22,-16,6,3
-69,34,8,0,-46,-33,3
-18,19,-29,21,-14,0,3
-40,33,-18,15,-25,-12,3
59,-30,-53,33,28,61,3
-21,37,-36,25,-13,16,3
-51,38,-10,11,-32,-19,3
-53,38,-13,13,-38,-22,3
-63,44,-10,11,-39,-27,3
-49,37,-13,13,-36,-27,3
-40,33,-11,12,-44,-29,3
-36,38,-20,16,-29,-17,3
-45,34,-15,14,-29,-13,3
33,16,-50,31,8,65,3
-17,15,-42,28,-10,5,3
9,15,-32,23,-1,36,3
-82,48,13,-3,-57,-43,3
12,-2,-37,25,-2,19,3
-12,46,-34,24,-21,18,3
-67,44,-8,10,-47,-35,3
-47,40,-14,14,-35,-19,3
-61,45,-9,10,-41,-28,3
-58,46,-8,10,-44,-32,3
-50,57,-16,14,-35,-23,3
7,27,-39,26,-1,27,3
-15,43,-34,24,-12,6,3
33,23,-52,32,11,56,3
19,8,-42,28,-7,35,3
-39,43,-18,15,-28,-13,3
20,-12,-35,25,15,43,3
-55,34,-1,6,-38,-24,3
-75,35,3,3,-48,-39,3
-71,44,-11,12,-42,-26,3
-15,23,-33,23,-13,-2,3
12,15,-37,25,-7,36,3
-47,43,-20,17,-32,-12,3
-51,43,-12,12,-37,-19,3
24,31,-52,32,13,61,3
28,22,-47,30,9,59,3
-20,36,-36,25,-11,3,3
-48,43,-21,17,-32,-12,3
12,21,-36,25,0,41,3
2,25,-37,26,-5,35,3
-42,49,-26,20,-25,-5,3
45,-19,-51,32,21,61,3
-52,35,-6,9,-31,-15,3
24,25,-50,32,14,54,3
-27,36,-25,19,-15,1,3
-23,15,-13,13,-19,-8,3
-21,35,-30,22,-13,-6,3
12,5,-38,26,1,20,3
-9,18,-29,22,-13,8,3
-50,43,-14,13,-36,-20,3
20,18,-51,32,6,30,3
-59,47,-16,15,-36,-25,3
-22,30,-20,17,-21,-2,3
-7,38,-28,21,-13,8,3
-53,54,-14,13,-34,-16,3
-13,28,-36,25,-10,6,3
-47,24,-3,7,-39,-22,3
-62,42,-8,10,-44,-29,3
-36,50,-19,16,-24,-4,3
-62,26,0,5,-45,-35,3
-69,44,-8,10,-40,-21,3
-10,23,-25,20,-15,8,3
-50,39,-9,11,-30,-18,3
37,12,-56,34,10,4,3
-52,35,0,5,-37,-16,3
-49,38,-13,13,-40,-25,3
-63,21,9,-1,-41,-27,3
